Company Name,Job Title,Salaries Reported,Location, Gross Salary 
Pitney Bowes,Data Scientist,2,New Delhi," 2,383.90 "
Cube26,Data Scientist,2,New Delhi," 2,383.90 "
Nones,Data Scientist,1,New Delhi," 1,191.95 "
Samsung Electronics,Data Scientist,1,New Delhi," 1,191.95 "
MAERSK,Data Scientist,2,Mumbai," 2,383.90 "
Tableau Software,Data Scientist,2,Mumbai," 2,383.90 "
HDFC Developers,Data Scientist,2,Mumbai," 2,383.90 "
Edelweiss Financial Services,Data Scientist,1,Mumbai," 1,191.95 "
TIBCO Software,Data Scientist,1,Mumbai," 1,191.95 "
Procter & Gamble,Data Scientist,1,Mumbai," 1,191.95 "
Great Learning,Data Scientist,1,Mumbai," 1,191.95 "
Star TV Network,Data Scientist,1,Mumbai," 1,191.95 "
Rahul Industries,Data Scientist,1,Mumbai," 1,191.95 "
Salesforce,Data Analyst,4,Hyderabad," 4,767.80 "
Nagarro,Data Analyst,5,New Delhi," 5,959.75 "
Hotstar,Data Analyst,2,Mumbai," 2,383.90 "
AIG,Data Analyst,2,Mumbai," 2,383.90 "
ConcertAI,Data Engineer,2,Bangalore," 2,383.90 "
UBS,Data Engineer,1,Pune," 1,191.95 "
ADP,Data Engineer,3,Hyderabad," 3,575.85 "
DXC Technology,Data Engineer,1,Hyderabad," 1,191.95 "
Microsoft,Data Engineer,1,Hyderabad," 1,191.95 "
IdeaSpark,Data Engineer,1,Hyderabad," 1,191.95 "
Boston Scientific,Data Engineer,1,New Delhi," 1,191.95 "
Goldman Sachs,Data Engineer,1,Mumbai," 1,191.95 "
At,Data Engineer,1,Mumbai," 1,191.95 "
Bizongo,Data Engineer,1,Mumbai," 1,191.95 "
Endurance International Group,Data Engineer,1,Mumbai," 1,191.95 "
Google,Machine Learning Engineer,3,Bangalore," 3,575.85 "
Avaamo,Machine Learning Engineer,2,Bangalore," 2,383.90 "
Indian Institute of Science,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Iron Mountain,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Ecolab,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Wibmo,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Wipro Technologies,Machine Learning Engineer,1,Pune," 1,191.95 "
HSBC,Software Engineer - Machine Learning,1,Pune," 1,191.95 "
BYJU'S,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Hike,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Greenlight Planet,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Musixspace,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Idfy,Machine Learning Engineer,1,Mumbai," 1,191.95 "
Priyanshu Plastic,Machine Learning Engineer,1,Mumbai," 1,191.95 "
DXC Technology,Data Scientist,12,Bangalore," 14,303.40 "
[24]7.ai,Data Scientist,9,Bangalore," 10,727.55 "
Intel Corporation,Data Scientist,8,Bangalore," 9,535.60 "
UnitedHealth Group,Data Scientist,6,Bangalore," 7,151.70 "
ANZ Bank,Data Scientist,4,Bangalore," 4,767.80 "
ExxonMobil,Data Scientist,3,Bangalore," 3,575.85 "
Axis Bank,Data Scientist,3,Bangalore," 3,575.85 "
KrazyBee,Data Scientist,2,Bangalore," 2,383.90 "
Wabtec,Data Scientist,2,Bangalore," 2,383.90 "
Optum Global Solutions,Data Scientist,2,Bangalore," 2,383.90 "
Bright Money,Data Scientist,2,Bangalore," 2,383.90 "
CoRover,Data Scientist,1,Bangalore," 1,191.95 "
Algebra Software Analytics,Data Scientist,1,Bangalore," 1,191.95 "
Falabella,Data Scientist,1,Bangalore," 1,191.95 "
Tesla,Data Scientist,1,Bangalore," 1,191.95 "
Admit.me,Data Scientist,1,Bangalore," 1,191.95 "
Avian Acquisition,Data Scientist,1,Bangalore," 1,191.95 "
KhataBook,Data Scientist,1,Bangalore," 1,191.95 "
Novozymes,Data Scientist,1,Bangalore," 1,191.95 "
Deutsche Bank,Data Scientist,1,Bangalore," 1,191.95 "
Kiwi labs,Data Scientist,1,Bangalore," 1,191.95 "
Thoughtworks,Data Scientist,1,Pune," 1,191.95 "
Icertis,Senior Data Scientist,2,Pune," 2,383.90 "
ADP,Lead Data Scientist,1,Pune," 1,191.95 "
Jio,Data Scientist,8,Hyderabad," 9,535.60 "
Google,Data Scientist,4,Hyderabad," 4,767.80 "
Honeywell,Data Scientist,1,Hyderabad," 1,191.95 "
Myntra,Data Scientist,1,Hyderabad," 1,191.95 "
Toppr.com,Data Scientist,1,Hyderabad," 1,191.95 "
Tech Mahindra,Data Scientist,5,New Delhi," 5,959.75 "
Housing.com,Data Scientist,2,New Delhi," 2,383.90 "
McKinsey Knowledge Center,Data Scientist,2,New Delhi," 2,383.90 "
Vodafone Idea,Data Scientist,5,Mumbai," 5,959.75 "
First Student,Data Scientist,4,Mumbai," 4,767.80 "
EY,Data Scientist,2,Mumbai," 2,383.90 "
Cuddle,Data Scientist,2,Mumbai," 2,383.90 "
Mu Sigma,Data Scientist,1,Mumbai," 1,191.95 "
Vodafone,Data Scientist,1,Mumbai," 1,191.95 "
Mercedes-Benz Research and Development India,Data Scientist,1,Mumbai," 1,191.95 "
Directi,Data Scientist,1,Mumbai," 1,191.95 "
Mondelēz International,Data Scientist,1,Mumbai," 1,191.95 "
VINAYA KUMAR,Data Scientist,1,Mumbai," 1,191.95 "
McAfee,Data Analyst,5,Bangalore," 5,959.75 "
J.P. Morgan,Data Analyst,2,Bangalore," 2,383.90 "
Enquero,Data Analyst,2,Bangalore," 2,383.90 "
Citi,Data Analyst,6,Pune," 7,151.70 "
Evolent Health,Data Analyst,4,Pune," 4,767.80 "
Fiserv,Data Analyst,4,Pune," 4,767.80 "
Oracle,Data Analyst,4,Hyderabad," 4,767.80 "
Mastercard,Data Analyst,2,New Delhi," 2,383.90 "
Citi,Data Analyst,6,Mumbai," 7,151.70 "
Prudential plc,Data Analyst,3,Mumbai," 3,575.85 "
Ingenero,Data Analyst,1,Mumbai," 1,191.95 "
Blue Dart Express,Data Analyst,1,Mumbai," 1,191.95 "
GE,Data Engineer,17,Bangalore," 20,263.15 "
Capital One,Data Engineer,6,Bangalore," 7,151.70 "
Mercedes-Benz Research and Development India,Data Engineer,4,Bangalore," 4,767.80 "
Fidelity Investments,Data Engineer,4,Bangalore," 4,767.80 "
Landmark Group,Data Engineer,3,Bangalore," 3,575.85 "
Oracle,Data Engineer,2,Bangalore," 2,383.90 "
Publicis Sapient,Data Engineer,2,Bangalore," 2,383.90 "
Photon,Data Engineer,1,Bangalore," 1,191.95 "
Savit Interactive,Data Engineer,1,Bangalore," 1,191.95 "
Innoplexus,Data Engineer,6,Pune," 7,151.70 "
John Deere,Data Engineer,1,Pune," 1,191.95 "
ProArch,Data Engineer,1,Hyderabad," 1,191.95 "
Gramener,Data Engineer,1,Hyderabad," 1,191.95 "
CoreCompete,Data Engineer,1,Hyderabad," 1,191.95 "
MakeMyTrip,Data Engineer,3,New Delhi," 3,575.85 "
Fidelity Investments,Data Engineer,2,New Delhi," 2,383.90 "
Maven Wave Partners,Data Engineer,2,New Delhi," 2,383.90 "
Unifytech,Data Engineer,1,New Delhi," 1,191.95 "
Rackspace Technology,Data Engineer,1,New Delhi," 1,191.95 "
NGDATA,Data Engineer,1,Mumbai," 1,191.95 "
Bank of America Merrill Lynch,Data Engineer,1,Mumbai," 1,191.95 "
Naerial Consultancy,Data Engineer,1,Mumbai," 1,191.95 "
Veritas Collaborative,Data Engineer,1,Mumbai," 1,191.95 "
Javis,Data Engineer,1,Mumbai," 1,191.95 "
Dream11,Data Engineer,1,Mumbai," 1,191.95 "
Mercedes-Benz Research and Development India,Machine Learning Engineer,2,Bangalore," 2,383.90 "
Mphasis,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Course5 Intelligence,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Agara Labs,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Colors Software,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Pixxel,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Intangles,Machine Learning Engineer,1,Pune," 1,191.95 "
ThinkBumblebee Analytics,Machine Learning Software Engineer,1,Pune," 1,191.95 "
Infosys,Machine Learning Consultant,1,Pune," 1,191.95 "
MTX Group,Machine Learning Engineer,1,Hyderabad," 1,191.95 "
Compass,Machine Learning Engineer,1,Hyderabad," 1,191.95 "
Google,Machine Learning Engineer,1,New Delhi," 1,191.95 "
DreamOrbit Softech,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Sigma HR Solutions,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Candle Techserv,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Paytm,Machine Learning Engineer,1,Mumbai," 1,191.95 "
iSchoolConnect,Machine Learning Engineer,1,Mumbai," 1,191.95 "
df,Machine Learning Engineer,1,Mumbai," 1,191.95 "
Citi,Data Scientist,5,Bangalore," 5,959.75 "
American Express,Data Scientist,4,Bangalore," 4,767.80 "
Nones,Data Scientist,3,Bangalore," 3,575.85 "
GE,Data Scientist,3,Bangalore," 3,575.85 "
Applied Materials,Data Scientist,2,Bangalore," 2,383.90 "
Marlabs,Data Scientist,2,Bangalore," 2,383.90 "
Morgan Stanley,Data Scientist,2,Bangalore," 2,383.90 "
McAfee,Data Scientist,2,Bangalore," 2,383.90 "
Shaw Academy,Data Scientist,2,Bangalore," 2,383.90 "
PayU,Data Scientist,2,Bangalore," 2,383.90 "
Prescience,Data Scientist,2,Bangalore," 2,383.90 "
Perpule,Data Scientist,1,Bangalore," 1,191.95 "
Quadrant 4 Systems,Data Scientist,1,Bangalore," 1,191.95 "
PSG College of Technology,Data Scientist,1,Bangalore," 1,191.95 "
Opia Labs,Data Scientist,1,Bangalore," 1,191.95 "
TheMathCompany,Data Scientist,1,Bangalore," 1,191.95 "
Digital Trainee,Data Scientist,1,Bangalore," 1,191.95 "
Group IMD,Data Scientist,1,Bangalore," 1,191.95 "
Pegasystems,Data Scientist,1,Bangalore," 1,191.95 "
CSC,Data Scientist,1,Bangalore," 1,191.95 "
Jaitra,Data Scientist,1,Bangalore," 1,191.95 "
Ocwen Financial,Data Scientist,1,Bangalore," 1,191.95 "
American Language Communication Center,Data Scientist,1,Bangalore," 1,191.95 "
EMPLOYERS,Data Scientist,1,Bangalore," 1,191.95 "
Motorola Solutions,Data Scientist,1,Bangalore," 1,191.95 "
Johnson Controls,Data Scientist,1,Bangalore," 1,191.95 "
ZestMoney,Data Scientist,1,Bangalore," 1,191.95 "
Everyday Health Group,Data Scientist,1,Bangalore," 1,191.95 "
Unemployed Professors,Data Scientist,1,Bangalore," 1,191.95 "
Tesco Bengaluru,Data Scientist,1,Bangalore," 1,191.95 "
Elpis IT Solutions,Data Scientist,1,Bangalore," 1,191.95 "
Enquero,Data Scientist,1,Bangalore," 1,191.95 "
Freshworks,Data Scientist,1,Bangalore," 1,191.95 "
Integra Micro Software Services (P),Data Scientist,1,Bangalore," 1,191.95 "
Danske Bank,Data Scientist,1,Bangalore," 1,191.95 "
Metteyya Analytics,Data Scientist,1,Bangalore," 1,191.95 "
Merkle,Data Scientist,5,Pune," 5,959.75 "
John Deere,Data Scientist,2,Pune," 2,383.90 "
Tech9,Data Scientist,2,Pune," 2,383.90 "
HiLabs,Data Scientist,2,Pune," 2,383.90 "
Google Cloud,Data Scientist,1,Pune," 1,191.95 "
Barclays,Senior Data Scientist,2,Pune," 2,383.90 "
Infosys,Lead Data Scientist,2,Pune," 2,383.90 "
SG Analytics,Senior Data Scientist,1,Pune," 1,191.95 "
Freshers.com,Junior Data Scientist,1,Pune," 1,191.95 "
Accenture,Lead Data Scientist,1,Pune," 1,191.95 "
Microsoft,Data Scientist,23,Hyderabad," 27,414.85 "
UnitedHealth Group,Data Scientist,2,Hyderabad," 2,383.90 "
Hitachi,Data Scientist,1,Hyderabad," 1,191.95 "
Phenom,Data Scientist,1,Hyderabad," 1,191.95 "
EXL Service,Data Scientist,11,New Delhi," 13,111.45 "
Wipro Technologies,Data Scientist,2,New Delhi," 2,383.90 "
Decimal Technologies,Data Scientist,2,New Delhi," 2,383.90 "
Freelancer,Data Scientist,1,New Delhi," 1,191.95 "
SAP,Data Scientist,1,New Delhi," 1,191.95 "
Barclays,Data Scientist,1,New Delhi," 1,191.95 "
Thoughtworks,Data Scientist,1,New Delhi," 1,191.95 "
Housing.com,Data Scientist,8,Mumbai," 9,535.60 "
HCL Technologies,Data Scientist,1,Mumbai," 1,191.95 "
Mindtree,Data Scientist,1,Mumbai," 1,191.95 "
Epsilon,Data Analyst,12,Bangalore," 14,303.40 "
Comscore,Data Analyst,3,Pune," 3,575.85 "
Amazon,Data Analyst,2,Mumbai," 2,383.90 "
Cisco Systems,Data Engineer,10,Bangalore," 11,919.50 "
GE Aviation,Data Engineer,3,Bangalore," 3,575.85 "
NatWest Group,Data Engineer,3,Bangalore," 3,575.85 "
Happiest Minds Technologies,Data Engineer,2,Bangalore," 2,383.90 "
GrayMatter Software Services,Data Engineer,1,Bangalore," 1,191.95 "
Publicis Sapient,Data Engineer,1,Bangalore," 1,191.95 "
Solera,Data Engineer,1,Bangalore," 1,191.95 "
Commvault,Data Engineer,1,Bangalore," 1,191.95 "
NetApp,Data Engineer,1,Bangalore," 1,191.95 "
Birlasoft,Data Engineer,2,Pune," 2,383.90 "
Mastercard,Data Engineer,2,Pune," 2,383.90 "
Vodafone,Data Engineer,1,Pune," 1,191.95 "
Amazon,Data Engineer,31,Hyderabad," 36,950.45 "
Dun & Bradstreet,Data Engineer,3,Hyderabad," 3,575.85 "
Aeries Technology,Data Engineer,1,Hyderabad," 1,191.95 "
Verizon,Data Engineer,1,Hyderabad," 1,191.95 "
Google,Data Engineer,1,Hyderabad," 1,191.95 "
dunnhumby,Data Engineer,8,New Delhi," 9,535.60 "
Mastercard,Data Engineer,3,New Delhi," 3,575.85 "
Optum,Data Engineer,3,New Delhi," 3,575.85 "
Bäckerei-Conditorei Fleischli,Data Engineer,1,New Delhi," 1,191.95 "
American Automobile Association (AAA),Data Engineer,1,Mumbai," 1,191.95 "
Quantcast,Data Engineer,1,Mumbai," 1,191.95 "
Purplle.com,Data Engineer,1,Mumbai," 1,191.95 "
HyperVerge,Machine Learning Engineer,2,Bangalore," 2,383.90 "
EY,Machine Learning Engineer,1,Bangalore," 1,191.95 "
ABC,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Mantra Labs,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Synechron,Machine Learning Engineer,1,Pune," 1,191.95 "
First Student,Machine Learning Engineer,1,Hyderabad," 1,191.95 "
Microsoft,Machine Learning Engineer,1,Hyderabad," 1,191.95 "
Meeami Technologies,Machine Learning Engineer,1,Hyderabad," 1,191.95 "
Proptiger,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Fynd,Machine Learning Engineer,2,Mumbai," 2,383.90 "
Deloitte,Data Scientist,14,Bangalore," 16,687.30 "
Optum,Data Scientist,7,Bangalore," 8,343.65 "
Scienaptic Systems,Data Scientist,6,Bangalore," 7,151.70 "
Nokia,Data Scientist,6,Bangalore," 7,151.70 "
Knowledge Foundry,Data Scientist,4,Bangalore," 4,767.80 "
Draup,Data Scientist,3,Bangalore," 3,575.85 "
NetApp,Data Scientist,3,Bangalore," 3,575.85 "
GE Aviation,Data Scientist,3,Bangalore," 3,575.85 "
Tyson Foods,Data Scientist,2,Bangalore," 2,383.90 "
CreditNirvana,Data Scientist,2,Bangalore," 2,383.90 "
Encora,Data Scientist,2,Bangalore," 2,383.90 "
Juniper Networks,Data Scientist,2,Bangalore," 2,383.90 "
EdgeVerve Systems,Data Scientist,1,Bangalore," 1,191.95 "
Adecco,Data Scientist,1,Bangalore," 1,191.95 "
Rplus Analytics,Data Scientist,1,Bangalore," 1,191.95 "
Instamojo,Data Scientist,1,Bangalore," 1,191.95 "
CENTURYLINK,Data Scientist,1,Bangalore," 1,191.95 "
Firstsource Solutions,Data Scientist,1,Bangalore," 1,191.95 "
Credit Saison India,Data Scientist,1,Bangalore," 1,191.95 "
Aashish sharma,Data Scientist,1,Bangalore," 1,191.95 "
Zopper,Data Scientist,1,Bangalore," 1,191.95 "
Cornerstone OnDemand,Data Scientist,1,Bangalore," 1,191.95 "
TCS e-Serve International,Data Scientist,1,Bangalore," 1,191.95 "
Abhinav Immigration Services Pvt. Ltd.,Data Scientist,1,Bangalore," 1,191.95 "
Suhana Shabnam,Data Scientist,1,Bangalore," 1,191.95 "
Dacasa Financeira,Data Scientist,1,Bangalore," 1,191.95 "
Danske IT and Support Services,Data Scientist,1,Bangalore," 1,191.95 "
BT,Data Scientist,1,Bangalore," 1,191.95 "
Gear up,Data Scientist,1,Bangalore," 1,191.95 "
DataWeave,Data Scientist,1,Bangalore," 1,191.95 "
L Brands,Data Scientist,1,Bangalore," 1,191.95 "
ZS Associates,Data Scientist,10,Pune," 11,919.50 "
Wolters Kluwer,Data Scientist,10,Pune," 11,919.50 "
Citi,Data Scientist,2,Pune," 2,383.90 "
Netcracker Technology,Data Scientist,1,Pune," 1,191.95 "
Visteon,Data Scientist,1,Pune," 1,191.95 "
BlueConch Technologies,Data Scientist,1,Pune," 1,191.95 "
Evolent Health,Data Scientist,1,Pune," 1,191.95 "
Apptware,Data Scientist,1,Pune," 1,191.95 "
Raghavendra Rathore Jodhpur,Data Scientist,1,Pune," 1,191.95 "
Vodafone,Senior Data Scientist,1,Pune," 1,191.95 "
Pitney Bowes,Senior Data Scientist,1,Pune," 1,191.95 "
Zensar Technologies,Lead Data Scientist,1,Pune," 1,191.95 "
HCL Technologies,Data Scientist,2,Hyderabad," 2,383.90 "
WinWire Technologies,Data Scientist,2,Hyderabad," 2,383.90 "
App Orchid,Data Scientist,2,Hyderabad," 2,383.90 "
Optum Global Solutions India,Data Scientist,1,Hyderabad," 1,191.95 "
Octro,Data Scientist,4,New Delhi," 4,767.80 "
Snapdeal,Data Scientist,2,New Delhi," 2,383.90 "
OLX Group,Data Scientist,2,New Delhi," 2,383.90 "
Ganit,Data Scientist,2,New Delhi," 2,383.90 "
Ezappsolution,Data Scientist,2,New Delhi," 2,383.90 "
Zoho,Data Scientist,1,New Delhi," 1,191.95 "
Info Edge,Data Scientist,1,New Delhi," 1,191.95 "
CitiusTech,Data Scientist,1,New Delhi," 1,191.95 "
Bharat Heavy Electricals,Data Scientist,1,New Delhi," 1,191.95 "
Capgemini,Data Scientist,10,Mumbai," 11,919.50 "
ZEE5,Data Scientist,4,Mumbai," 4,767.80 "
Google,Data Scientist,3,Mumbai," 3,575.85 "
Dure Technologies,Data Scientist,3,Mumbai," 3,575.85 "
J.P. Morgan,Data Scientist,1,Mumbai," 1,191.95 "
Zensar Technologies,Data Scientist,1,Mumbai," 1,191.95 "
Swiggy,Data Scientist,1,Mumbai," 1,191.95 "
Rebel Foods (Formerly Faasos),Data Scientist,1,Mumbai," 1,191.95 "
ExxonMobil,Data Analyst,6,Bangalore," 7,151.70 "
Energy Exemplar,Data Analyst,2,Pune," 2,383.90 "
Google,Data Analyst,11,Hyderabad," 13,111.45 "
HSBC,Data Analyst,1,Hyderabad," 1,191.95 "
Amazon,Data Engineer,20,Bangalore," 23,839.00 "
ANZ Bank,Data Engineer,3,Bangalore," 3,575.85 "
KPMG,Data Engineer,3,Bangalore," 3,575.85 "
ITC Infotech,Data Engineer,3,Bangalore," 3,575.85 "
Kmart,Data Engineer,2,Bangalore," 2,383.90 "
KreditBee,Data Engineer,2,Bangalore," 2,383.90 "
T-Systems,Data Engineer,2,Pune," 2,383.90 "
Hashmap,Data Engineer,2,Pune," 2,383.90 "
XYZ,Data Engineer,1,Pune," 1,191.95 "
Fractal,Data Engineer,4,New Delhi," 4,767.80 "
Atlan,Data Engineer,2,New Delhi," 2,383.90 "
Tokopedia,Data Engineer,2,New Delhi," 2,383.90 "
TEKsystems,Data Engineer,1,New Delhi," 1,191.95 "
Coforge Senior,Data Engineer,17,New Delhi," 20,263.15 "
Oneture Technologies,Data Engineer,1,Mumbai," 1,191.95 "
Amazon,Machine Learning Engineer,4,Bangalore," 4,767.80 "
IceCream Labs,Machine Learning Engineer,2,Bangalore," 2,383.90 "
Qualcomm,Machine Learning Engineer,1,Bangalore," 1,191.95 "
HP Inc.,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Shell,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Raju Tech,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Noodle.ai,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Xyram,Machine Learning Engineer,1,Bangalore," 1,191.95 "
AFFINSYS AI,Machine Learning Engineer,1,Bangalore," 1,191.95 "
Icertis,Machine Learning Engineer,1,Pune," 1,191.95 "
mroads,Machine Learning Engineer,1,Hyderabad," 1,191.95 "
XYZ Innovations,Machine Learning Engineer,1,Hyderabad," 1,191.95 "
SirionLabs,Machine Learning Engineer,1,New Delhi," 1,191.95 "
Crimson Interactive,Senior Machine Learning Engineer,1,Mumbai," 1,191.95 "
Mu Sigma,Data Scientist,105,Bangalore," 125,154.75 "
Tata Consultancy Services,Data Scientist,66,Bangalore," 78,668.70 "
Impact Analytics,Data Scientist,40,Bangalore," 47,678.00 "
Accenture,Data Scientist,32,Bangalore," 38,142.40 "
Infosys,Data Scientist,30,Bangalore," 35,758.50 "
Capgemini,Data Scientist,28,Bangalore," 33,374.60 "
Cognizant Technology Solutions,Data Scientist,26,Bangalore," 30,990.70 "
Wipro,Data Scientist,15,Bangalore," 17,879.25 "
Fresher,Data Scientist,14,Bangalore," 16,687.30 "
Flutura,Data Scientist,13,Bangalore," 15,495.35 "
Bharat Light & Power,Data Scientist,9,Bangalore," 10,727.55 "
Nielsen,Data Scientist,9,Bangalore," 10,727.55 "
Wipro Technologies,Data Scientist,8,Bangalore," 9,535.60 "
Thoucentric,Data Scientist,8,Bangalore," 9,535.60 "
Great Learning,Data Scientist,7,Bangalore," 8,343.65 "
Gramener,Data Scientist,7,Bangalore," 8,343.65 "
HCL Technologies,Data Scientist,7,Bangalore," 8,343.65 "
INSOFE,Data Scientist,7,Bangalore," 8,343.65 "
ABB,Data Scientist,6,Bangalore," 7,151.70 "
EY,Data Scientist,6,Bangalore," 7,151.70 "
Subex,Data Scientist,6,Bangalore," 7,151.70 "
iNeuron,Data Scientist,6,Bangalore," 7,151.70 "
Idexcel,Data Scientist,6,Bangalore," 7,151.70 "
iNeuron,Data Scientist,5,Bangalore," 5,959.75 "
Aptus Data Labs,Data Scientist,5,Bangalore," 5,959.75 "
UniQreate,Data Scientist,5,Bangalore," 5,959.75 "
Blueocean Market Intelligence,Data Scientist,5,Bangalore," 5,959.75 "
Everlytics,Data Scientist,4,Bangalore," 4,767.80 "
Siemens,Data Scientist,4,Bangalore," 4,767.80 "
Altimetrik,Data Scientist,4,Bangalore," 4,767.80 "
Head Digital Works,Data Scientist,4,Bangalore," 4,767.80 "
Artivatic Data Labs,Data Scientist,4,Bangalore," 4,767.80 "
ITC Infotech,Data Scientist,4,Bangalore," 4,767.80 "
Aidetic,Data Scientist,4,Bangalore," 4,767.80 "
NeenOpal,Data Scientist,4,Bangalore," 4,767.80 "
Mindtree,Data Scientist,4,Bangalore," 4,767.80 "
XYZ,Data Scientist,3,Bangalore," 3,575.85 "
ShieldSquare,Data Scientist,3,Bangalore," 3,575.85 "
Tech Data,Data Scientist,3,Bangalore," 3,575.85 "
GlobusSoft,Data Scientist,3,Bangalore," 3,575.85 "
SwitchOn,Data Scientist,3,Bangalore," 3,575.85 "
IQVIA,Data Scientist,3,Bangalore," 3,575.85 "
Course5 Intelligence,Data Scientist,3,Bangalore," 3,575.85 "
TheMathCompany,Data Scientist,3,Bangalore," 3,575.85 "
HCL,Data Scientist,3,Bangalore," 3,575.85 "
Terra Economics and Analytics Lab,Data Scientist,3,Bangalore," 3,575.85 "
Analytical Wizards,Data Scientist,3,Bangalore," 3,575.85 "
PayPal,Data Scientist,3,Bangalore," 3,575.85 "
Visa Inc.,Data Scientist,3,Bangalore," 3,575.85 "
Data Semantics,Data Scientist,3,Bangalore," 3,575.85 "
Comviva,Data Scientist,3,Bangalore," 3,575.85 "
Mavenir,Data Scientist,2,Bangalore," 2,383.90 "
IVYTEL Technologies,Data Scientist,2,Bangalore," 2,383.90 "
AlmaBetter,Data Scientist,2,Bangalore," 2,383.90 "
DONE by NONE,Data Scientist,2,Bangalore," 2,383.90 "
NTT Ltd.,Data Scientist,2,Bangalore," 2,383.90 "
Reckonsys,Data Scientist,2,Bangalore," 2,383.90 "
Apisero,Data Scientist,2,Bangalore," 2,383.90 "
Shubh Loans,Data Scientist,2,Bangalore," 2,383.90 "
TCS,Data Scientist,2,Bangalore," 2,383.90 "
Fresher,Data Scientist,2,Bangalore," 2,383.90 "
Loyalytics Consulting,Data Scientist,2,Bangalore," 2,383.90 "
Apple,Data Scientist,2,Bangalore," 2,383.90 "
MIQ Logistics,Data Scientist,2,Bangalore," 2,383.90 "
Paytm,Data Scientist,2,Bangalore," 2,383.90 "
Conduent,Data Scientist,2,Bangalore," 2,383.90 "
3K Technologies,Data Scientist,2,Bangalore," 2,383.90 "
Majorel,Data Scientist,2,Bangalore," 2,383.90 "
Polynomial.Ai,Data Scientist,2,Bangalore," 2,383.90 "
HARMAN,Data Scientist,2,Bangalore," 2,383.90 "
Mbb Labs,Data Scientist,2,Bangalore," 2,383.90 "
KPMG,Data Scientist,2,Bangalore," 2,383.90 "
Cartesian Consulting,Data Scientist,2,Bangalore," 2,383.90 "
Danske IT and Support Services,Data Scientist,2,Bangalore," 2,383.90 "
Sonata Software,Data Scientist,2,Bangalore," 2,383.90 "
Merck KGaA,Data Scientist,2,Bangalore," 2,383.90 "
InViz AI Solutions,Data Scientist,2,Bangalore," 2,383.90 "
Quess,Data Scientist,2,Bangalore," 2,383.90 "
Tata Consultancy Services,Data Scientist,2,Bangalore," 2,383.90 "
Walmart eCommerce,Data Scientist,2,Bangalore," 2,383.90 "
Nivetti Systems,Data Scientist,2,Bangalore," 2,383.90 "
Thoughtworks,Data Scientist,2,Bangalore," 2,383.90 "
Prognos Health,Data Scientist,2,Bangalore," 2,383.90 "
Virtusa,Data Scientist,2,Bangalore," 2,383.90 "
Halliburton,Data Scientist,2,Bangalore," 2,383.90 "
DataMites,Data Scientist,2,Bangalore," 2,383.90 "
Idexcel,Data Scientist,2,Bangalore," 2,383.90 "
L&T Technology Services,Data Scientist,2,Bangalore," 2,383.90 "
Tiger Analytics,Data Scientist,2,Bangalore," 2,383.90 "
Hakkasan Group,Data Scientist,1,Bangalore," 1,191.95 "
Ambee (India),Data Scientist,1,Bangalore," 1,191.95 "
WyzMindz,Data Scientist,1,Bangalore," 1,191.95 "
Tavant,Data Scientist,1,Bangalore," 1,191.95 "
Nabler Web Solutions,Data Scientist,1,Bangalore," 1,191.95 "
noon,Data Scientist,1,Bangalore," 1,191.95 "
Biocon,Data Scientist,1,Bangalore," 1,191.95 "
dAlchemy,Data Scientist,1,Bangalore," 1,191.95 "
WayCool Foods & Products,Data Scientist,1,Bangalore," 1,191.95 "
Ithink Technologies,Data Scientist,1,Bangalore," 1,191.95 "
Exalca Technologies,Data Scientist,1,Bangalore," 1,191.95 "
Shenzyn,Data Scientist,1,Bangalore," 1,191.95 "
Happay,Data Scientist,1,Bangalore," 1,191.95 "
Spottabl,Data Scientist,1,Bangalore," 1,191.95 "
Ankit R Jain & Associates,Data Scientist,1,Bangalore," 1,191.95 "
Trinity Mobility,Data Scientist,1,Bangalore," 1,191.95 "
CronLabs Solutions,Data Scientist,1,Bangalore," 1,191.95 "
SOTI,Data Scientist,1,Bangalore," 1,191.95 "
iOPEX Technologies,Data Scientist,1,Bangalore," 1,191.95 "
Cimpress,Data Scientist,1,Bangalore," 1,191.95 "
